CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,CLASIFICACION_ESTABLECIMIENTO,DIRECCION,TELEFONO_1,TELEFONO_2,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,STATUS_num,MODALIDAD_num,JORNADA_num,PLAN_num,DEPARTAMENTAL_num
10-02-0004-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,colegio tecnico privado mixto el redentor,colegio,residenciales los eucaliptos del centro uno la maquina,sin telefono,sin telefono,Erwin Rigoberto Avila,CESAR BARCO ASENCIO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ,1,1,0,1,23
10-02-0005-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,colegio tecnico privado mixto el redentor,colegio,residenciales los eucaliptos  del centro uno la maquina,sin telefono,sin telefono,Erwin Rigoberto Avila,CESAR AUGUSTO BARCO ASENCIO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,1,1,4,1,23
10-02-0031-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,instituto nacional de educacion diversificada cuyotenango,instituto,canton parroquia,78684492,sin telefono,Erwin Rigoberto Avila,ADÁN ELEAZAR MORALES AMBROSIO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,0,1,4,1,23
10-02-0032-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,instituto nacional de educacion diversificada cuyotenango,instituto,central no. 1 parcelamiento la maquina,sin telefono,sin telefono,Erwin Rigoberto Avila,---,DIVERSIFICADO,OFICIAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,1,1,4,1,23
10-02-0052-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,instituto tecnologico cientifico industrial de suchitepequez,instituto,km. 169 carretera al pacifico,78683985,sin telefono,Erwin Rigoberto Avila,JOSE LINO MALTEZ CASTILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,0,1,1,1,23
10-02-0053-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,instituto tecnologico cientifico industrial de suchitepequez,instituto,km. 169 carretera al pacifico,78683985,sin telefono,Erwin Rigoberto Avila,JOSE LINO MALTEZ CASTILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,0,1,4,1,23
10-02-0056-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,instituto tecnologico cientifico industrial de suchitepequez,instituto,km. 169 carretera al pacifico,78683985,sin telefono,Erwin Rigoberto Avila,JOSE LINO MALTEZ CASTILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,0,1,0,2,23
10-02-0057-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,instituto tecnologico cientifico industrial de suchitepequez,instituto,km. 169 carretera al pacifico,78683985,sin telefono,Erwin Rigoberto Avila,JOSE LINO MALTEZ CASTILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,0,1,0,2,23
10-02-0059-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,instituto tecnologico cientifico industrial de suchitepequez,instituto,km. 169 carretera al pacifico,78683985,sin telefono,Erwin Rigoberto Avila,JOSE LINO MALTEZ CASTILLO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,1,1,0,2,23
10-02-0063-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,colegio catolico privado san jose,colegio,"centro uno, parcelamiento la maquina",79272441,sin telefono,Erwin Rigoberto Avila,MARIA GUADALUPE MEJIA CALDERON,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,1,1,1,1,23
10-02-0073-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,colegio privado mixto liceo cuyoteco,colegio,2a. avenida 2-27 zona 1,47698076,sin telefono,Erwin Rigoberto Avila,SERGIO AMÍLCAR DÍAZ AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,SUCHITEPÉQUEZ,0,1,3,3,23
10-02-0074-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,instituto tecnologico cientifico industrial de suchitepequez,instituto,km. 169 carretera al pacifico,78683985,sin telefono,Erwin Rigoberto Avila,JOSE LINO MALTEZ CASTILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,SUCHITEPÉQUEZ,0,1,3,3,23
10-02-0452-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,colegio privado mixto superacion,colegio,"centro urbano no.1, lote no.44 parcelamiento la maquina",78580770,sin telefono,Erwin Rigoberto Avila,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,1,1,4,1,23
10-02-0887-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,colegio evangelico privado mixto ebenezer,colegio,"centro uno, parcelamiento la maquina",55642098,sin telefono,Erwin Rigoberto Avila,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,1,1,4,1,23
10-02-2184-46,,SUCHITEPEQUEZ,CUYOTENANGO,colegio cristiano privado mixto san jose,colegio,parcelamiento la maquina,sin telefono,sin telefono,sin supervisor,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,1,1,4,1,23
10-02-2223-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,colegio privado mixto centro de estudios avanzados nuevo horizonte,colegio,centro uno parcelamiento la maquina,54867663,sin telefono,Erwin Rigoberto Avila,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,1,1,1,1,23
10-02-2224-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,colegio privado mixto centro de estudios avanzados nuevo horizonte,colegio,centro uno san jose la maquina,sin telefono,sin telefono,Erwin Rigoberto Avila,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,1,1,4,1,23
10-02-2226-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,colegio privado mixto centro de estudios avanzados nuevo horizonte (por madurez),colegio,centro uno san jose la maquina,sin telefono,sin telefono,Erwin Rigoberto Avila,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,1,1,0,2,23
10-02-2258-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,colegio privado mixto liceo cuyoteco,colegio,2a. avenida 2-27 zona 1,78684337,sin telefono,Erwin Rigoberto Avila,SERGIO AMÍLCAR DÍAZ AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,0,1,0,2,23
10-02-2325-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,instituto tecnologico cientifico industrial de suchitepequez,instituto,km.169 carretera al pacifico,78683985,sin telefono,Erwin Rigoberto Avila,JOSE LINO MALTEZ CASTILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ,0,1,0,1,23
10-02-2439-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,colegio liceo tecnico de estudios avanzados,colegio,calle de la estacion canton ican,78423685,sin telefono,Erwin Rigoberto Avila,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ,1,1,0,1,23
10-02-2555-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,colegio privado mixto liceo cuyoteco,colegio,2a.av. 2-27 zona 1,78684337,sin telefono,Erwin Rigoberto Avila,SERGIO AMÍLCAR DÍAZ AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,0,1,0,2,23
10-02-2602-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,colegio privado mixto liceo cuyoteco,colegio,2a. avenida 2-27 zona 1,78684337,sin telefono,Erwin Rigoberto Avila,SERGIO AMÍLCAR DÍAZ AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,0,1,4,1,23
10-02-2707-46,10-003,SUCHITEPEQUEZ,CUYOTENANGO,colegio liceo tecnico de estudios avanzados,colegio,"calle de la estacion, canton ican",78423685,sin telefono,Erwin Rigoberto Avila,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,1,1,0,2,23
10-03-0001-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,centro integral empresarial por madurez ciem,centro educativo,5a. c 2-66 zona 1,77650630,sin telefono,Fredy Stuardo Quinonez De Lon,WILIAM OTONIEL QUIXTAN CASTRO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,SUCHITEPÉQUEZ,1,1,1,2,23
10-03-0012-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,instituto nacional de educacion diversificada san francisco,instituto,colonia el rosario,41496910,sin telefono,Fredy Stuardo Quinonez De Lon,MAVIS DORANA SOLIS HERNANDEZ DE MORALES,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,0,1,4,1,23
10-03-0020-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,escuela privada de caficultura las nubes,escuela,finca las nubes san francisco zapotitlan suchitepequez,37060046,sin telefono,Fredy Stuardo Quinonez De Lon,JULIO ELISEO VICENTE GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,0,1,0,2,23
10-03-0025-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,colegio preuniversitario camino a la excelencia,colegio,2a. avenida 2-80 zona 1,79389478,sin telefono,Fredy Stuardo Quinonez De Lon,MELIDA BEATRIZ POROJ RODRIGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,0,1,1,1,23
10-03-0026-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,colegio preuniversitario camino a la excelencia,colegio,2a. avenida 2-80 zona 1,79389478,sin telefono,Fredy Stuardo Quinonez De Lon,MELIDA BEATRIZ POROJ RODRIGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,0,1,4,1,23
10-03-0027-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,colegio preuniversitario camino a la excelencia,colegio,2a. avenida 2-80 zona 1,56225678,sin telefono,Fredy Stuardo Quinonez De Lon,MELIDA BEATRIZ POROJ RODRIGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ,0,1,0,1,23
10-03-0028-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,colegio preuniversitario camino a la excelencia,colegio,2a. avenida 2-80 zona 1,79389478,sin telefono,Fredy Stuardo Quinonez De Lon,MELIDA BEATRIZ POROJ RODRIGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,0,1,0,2,23
10-03-0031-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,colegio el triunfo,colegio,san francisco zapotitlan,79389424,sin telefono,Fredy Stuardo Quinonez De Lon,JUAN DE DIOS POLICARPIO MARÍN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,0,1,1,1,23
10-03-0037-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,instituto privado mixto el alfarero,instituto,"calle principal segundo callejon lotificacion el panorama, canton san jose",33670465,sin telefono,Fredy Stuardo Quinonez De Lon,FRANCISCO EVERARDO POL RAFAEL,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,0,1,4,1,23
10-03-0038-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,colegio monte verde,colegio,2a. avenida 1-72 zona 0,55101636,sin telefono,Fredy Stuardo Quinonez De Lon,KARLA PAULINA RODRÍGUEZ MALDONADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,0,1,1,1,23
10-03-0040-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,instituto privado mixto el alfarero,instituto,"calle principal, segundo callejon lotificacion el panorama, canton san jose",33670465,sin telefono,Fredy Stuardo Quinonez De Lon,FRANCISCO EVERARDO POL RAFAEL,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,0,1,0,2,23
10-03-0042-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,instituto privado mixto el alfarero,instituto,"calle principal, segundo callejon, lotificacion el panorama, canton san jose",33670465,sin telefono,Fredy Stuardo Quinonez De Lon,FRANCISCO EVERARDO POL RAFAEL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,SUCHITEPÉQUEZ,0,1,3,3,23
10-03-2319-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,colegio privado mixto el triunfo,colegio,5ta. calle 2-66 zona 1,sin telefono,sin telefono,Fredy Stuardo Quinonez De Lon,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,1,1,0,2,23
10-03-2495-46,,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,instituto preuniversitario franciscano,instituto,5a. calle 2-66 zona 1,5565,5011,sin supervisor,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,1,1,4,1,23
10-03-2496-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,instituto preuniversitario franciscano,instituto,5a. calle 2-66 zona 1,55655011,sin telefono,Fredy Stuardo Quinonez De Lon,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ,1,1,0,1,23
10-03-2498-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,instituto preuniversitario franciscano,instituto,5a. calle 2-66 zona 1,55655011,sin telefono,Fredy Stuardo Quinonez De Lon,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,1,1,0,2,23
10-03-2524-46,10-020,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,colegio elemental superior san francisco,colegio,1. calle 2-042 zona 1,55718744,sin telefono,Fredy Stuardo Quinonez De Lon,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,1,1,4,1,23
10-04-0018-46,10-013,SUCHITEPEQUEZ,SAN BERNARDINO,colegio privado mixto ciencia y tecnologia,colegio,canton las flores,41704607,sin telefono,Randy Yesid Figueroa Solis,GILDA MARIELA FLORES MAZARIEGOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,0,1,0,2,23
10-04-0019-46,10-013,SUCHITEPEQUEZ,SAN BERNARDINO,colegio privado mixto ciencia y tecnologia,colegio,canton las flores,32767248,sin telefono,Randy Yesid Figueroa Solis,GILDA MARIELA FLORES MAZARIEGOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,0,1,0,2,23
10-04-0021-46,10-013,SUCHITEPEQUEZ,SAN BERNARDINO,colegio privado mixto ciencia y tecnologia,colegio,canton las flores,41704667,sin telefono,Randy Yesid Figueroa Solis,GILDA MARIELA FLORES MAZARIEGOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,SUCHITEPÉQUEZ,0,1,3,3,23
10-05-0019-46,10-006,SUCHITEPEQUEZ,SAN JOSE EL IDOLO,liceo san jose,liceo,entrada de la avenida principal,51186264,sin telefono,Carlos Emeliton Valenzuela Marroquin,ELY MAGNOLIA VAC GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,0,1,1,1,23
10-05-0024-46,10-006,SUCHITEPEQUEZ,SAN JOSE EL IDOLO,liceo san jose,liceo,entrada de la avenida principal,41240077,sin telefono,Carlos Emeliton Valenzuela Marroquin,ELY MAGNOLIA VAC GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ,0,1,0,1,23
10-05-0028-46,10-006,SUCHITEPEQUEZ,SAN JOSE EL IDOLO,liceo san jose,liceo,entrada de la avenida principal,41240077,sin telefono,Carlos Emeliton Valenzuela Marroquin,ELY MAGNOLIA VAC GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,0,1,4,1,23
10-06-0016-46,10-005,SUCHITEPEQUEZ,SANTO DOMINGO SUCHITEPEQUEZ,instituto nacional de educacion diversificada santo domingo,instituto,santo domingo suchipequez,41573558,sin telefono,Yesica Karina Gonon Perez,RENÉ ROLANDO IXCOY QUIÑONEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,0,1,4,1,23
10-06-0024-46,10-025,SUCHITEPEQUEZ,SANTO DOMINGO SUCHITEPEQUEZ,instituto nacional de educacion diversificada,instituto,comunidad la guadalupe,53291154,sin telefono,Claudia Teresa Serech Gomez,JOSÉ SANTIAGO GARCIA MONTEJO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,0,1,4,1,23
10-06-0039-46,10-005,SUCHITEPEQUEZ,SANTO DOMINGO SUCHITEPEQUEZ,colegio privado mixto tecnologico,colegio,parcelamiento monterrey,42690270,sin telefono,Yesica Karina Gonon Perez,MARÍA GABRIELA MARTÍNEZ SIS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,0,1,0,2,23
10-06-0043-46,10-029,SUCHITEPEQUEZ,SANTO DOMINGO SUCHITEPEQUEZ,centro educativo privado modalidades flexibles para la educacion media lupita,centro educativo,calle principal de comunidad guadalupe,53566163,sin telefono,Glody Sucely Osorio Figueroa De Morales,ERNESTO  SALES PÉREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,0,1,0,2,23
10-06-0044-46,10-005,SUCHITEPEQUEZ,SANTO DOMINGO SUCHITEPEQUEZ,colegio privado mixto tecnologico,colegio,parcelamiento monterrey,42690270,sin telefono,Yesica Karina Gonon Perez,MARÍA GABRIELA MARTÍNEZ SIS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,SUCHITEPÉQUEZ,0,1,3,3,23
10-06-2286-46,10-005,SUCHITEPEQUEZ,SANTO DOMINGO SUCHITEPEQUEZ,colegio privado mixto de diversificado shalem,colegio,entrada canton taracena,sin telefono,sin telefono,Yesica Karina Gonon Perez,MIGUEL ENRIQUE DONIS CORNEJO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,0,1,4,1,23
10-06-2417-46,10-005,SUCHITEPEQUEZ,SANTO DOMINGO SUCHITEPEQUEZ,colegio privado mixto shalem,colegio,entrada canton taracena,sin telefono,sin telefono,Yesica Karina Gonon Perez,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),SUCHITEPÉQUEZ,1,1,0,1,23
10-06-2446-46,10-005,SUCHITEPEQUEZ,SANTO DOMINGO SUCHITEPEQUEZ,instituto privado mixto tecnologia y desarrollo,instituto,1a. avenida 5-75 zona 1,sin telefono,sin telefono,Yesica Karina Gonon Perez,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),SUCHITEPÉQUEZ,1,1,2,1,23
10-06-2709-46,10-025,SUCHITEPEQUEZ,SANTO DOMINGO SUCHITEPEQUEZ,colegio centro pedagogico guadalupe,colegio,parcelamiento conrado de la cruz,50515783,sin telefono,Claudia Teresa Serech Gomez,NORMA JUDITH CORADO GUERRA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,0,1,4,1,23
10-07-0009-46,10-004,SUCHITEPEQUEZ,SAN LORENZO,colegio privado mixto liceo lorenzano,colegio,san lorenzo,52478870,sin telefono,Haroldo Gamaliel Hidalgo Sandoval,HAROLDO GAMALIEL HIDALGO SANDOVAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,0,1,0,2,23
10-07-2509-46,10-004,SUCHITEPEQUEZ,SAN LORENZO,colegio privado mixto liceo lorenzano,colegio,frente a la iglesia catolica,sin telefono,sin telefono,Haroldo Gamaliel Hidalgo Sandoval,HAROLDO GAMALIEL HIDALGO SANDOVAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,0,1,0,2,23
10-08-0022-46,10-009,SUCHITEPEQUEZ,SAMAYAC,instituto privado mixto concepcion,instituto,"canton concepcion, sector la manchuria",51127345,sin telefono,Paula Zucely Quibaja Perez De Telon,JACKELLINE DAMARIS AGUILAR ALEJANDRO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,0,1,0,2,23
10-08-0024-46,10-009,SUCHITEPEQUEZ,SAMAYAC,instituto privado mixto concepcion,instituto,"canton concepcion, sector la manchuria",51127345,sin telefono,Paula Zucely Quibaja Perez De Telon,JACKELLINE DAMARIS AGUILAR ALEJANDRO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,0,1,1,1,23
10-08-0025-46,10-009,SUCHITEPEQUEZ,SAMAYAC,instituto privado mixto concepcion,instituto,"canton concepcion, sector la manchuria",51127345,sin telefono,Paula Zucely Quibaja Perez De Telon,JACKELLINE DAMARIS AGUILAR ALEJANDRO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,0,1,0,2,23
10-08-0026-46,10-009,SUCHITEPEQUEZ,SAMAYAC,instituto privado mixto concepcion,instituto,"canton concepcion, sector la manchuria",51127345,sin telefono,Paula Zucely Quibaja Perez De Telon,JACKELLINE DAMARIS AGUILAR ALEJANDRO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SUCHITEPÉQUEZ,0,1,4,1,23
10-08-0029-46,10-009,SUCHITEPEQUEZ,SAMAYAC,instituto de educacion avanzada,instituto,canton calvario,42147633,sin telefono,Paula Zucely Quibaja Perez De Telon,SINDY CARLOTA MANCIO MÉNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,SUCHITEPÉQUEZ,0,1,3,3,23
10-08-0031-46,10-009,SUCHITEPEQUEZ,SAMAYAC,instituto privado mixto concepcion,instituto,"canton coccepcion, sector la manchuria",51127345,sin telefono,Paula Zucely Quibaja Perez De Telon,JACKELLINE DAMARIS AGUILAR ALEJANDRO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,SUCHITEPÉQUEZ,0,1,3,3,23
10-08-1959-46,10-009,SUCHITEPEQUEZ,SAMAYAC,instituto de educacion avanzada,instituto,canton calvario,42147633,sin telefono,Paula Zucely Quibaja Perez De Telon,SINDY CARLOTA MANCIO MÉNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,0,1,0,2,23
10-08-2508-46,10-009,SUCHITEPEQUEZ,SAMAYAC,instituto de educacion avanzada,instituto,canton calvario,78720971,sin telefono,Paula Zucely Quibaja Perez De Telon,SINDY CARLOTA MANCIO MÉNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SUCHITEPÉQUEZ,0,1,0,2,23
