CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,CLASIFICACION_ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
12-01-1298-46,,SAN MARCOS,SAN MARCOS,instituto privado mixto de educacion diversificado sagrado corazon jm (bachillerato por madurez),instituto,10A. AVENIDA 9-71 ZONA 1,,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-01-3037-46,12-063,SAN MARCOS,SAN MARCOS,instituto tecnologico particular san marcos,instituto,7A. CALLE 12-99 ZONA 4,77608689,HELIUV EDILZAR VASQUEZ NAVARRO,VICTOR ALFREDO CITÉ ORDOÑEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-01-3610-46,12-100,SAN MARCOS,SAN MARCOS,instituto privado mixto san carlos,instituto,8 AV. 4-21 ZONA 2,77249743,JORGE EBERTO SOLORZANO SANCHEZ,EDGAR ROLANDO SIGÜENZA RODRÍGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-01-4191-46,12-001,SAN MARCOS,SAN MARCOS,instituto privado mixto educativo formacion integral (ipefi),instituto,8A. AVENIDA  A  7-37 ZONA 2,77605050,ENIO RELMAN MALDONADO SOLIS,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-01-4194-46,12-001,SAN MARCOS,SAN MARCOS,colegio de estudios tecnicos especializados en computacion (cetesc),colegio,ALDEA SAN SEBASTIAN,57784639,ENIO RELMAN MALDONADO SOLIS,REYNA HUBERLINDA ANGEL DE LEÓN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-01-4212-46,,SAN MARCOS,SAN MARCOS,colegio particular mixto adolfo mendez zepeda,colegio,8A. AVE. 4-21 ZONA 2,77601360,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-01-4486-46,25-000,SAN MARCOS,SAN MARCOS,instituto guatemalteco de educacion radiofonica (iger),instituto,SAN MARCOS,,SONIA HAYDEE REYES MONTERROSO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,A DISTANCIA,SAN MARCOS
12-01-4645-46,12-063,SAN MARCOS,SAN MARCOS,colegio particular mixto jerusalem,colegio,5A. CALLE 9-38 ZONA 4,59940874,HELIUV EDILZAR VASQUEZ NAVARRO,DELIA MAEGLI DE LEÓN OVALLE,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-01-4648-46,12-063,SAN MARCOS,SAN MARCOS,colegio la asuncion,colegio,"5A. CALLE FINAL 15-575 ZONA 5 SAN MARCOS, SAN MARCOS",77605316,HELIUV EDILZAR VASQUEZ NAVARRO,ROSALINA TEODORA BAQUIAX VÁSQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-01-4653-46,12-063,SAN MARCOS,SAN MARCOS,colegio particular mixto jerusalem,colegio,5A. CALLE 9-38 ZONA 4,77609611,HELIUV EDILZAR VASQUEZ NAVARRO,DELIA MAEGLI DE LEÓN OVALLE,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-01-4704-46,12-063,SAN MARCOS,SAN MARCOS,escuela normal de educacion fisica,escuela,2A. AVENIDA Y 11 CALLE ZONA 1,77609239,HELIUV EDILZAR VASQUEZ NAVARRO,HERICK JULIAN SOSA ARREAGA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-01-5089-46,12-001,SAN MARCOS,SAN MARCOS,escuela de educacion superior,escuela,5A. CALLE 8-44 ZONA 2,77596393,ENIO RELMAN MALDONADO SOLIS,ENIO RELMAN MALDONADO SOLÍS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-01-5259-46,12-100,SAN MARCOS,SAN MARCOS,colegio particular mixto san antonio,colegio,ALDEA SAN ANTONIO SERCHIL,33257604,JORGE EBERTO SOLORZANO SANCHEZ,ARGENIS OLIMPIA NAVARRO LÓPEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-01-5428-46,99-001,SAN MARCOS,SAN MARCOS,colegio particular mixto adolfo mendez zepeda,colegio,8A. AVENIDA 4-21 ZONA 2,,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-02-0049-46,12-006,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,instituto de educacion diversificada por cooperativa de ensenanza,instituto,ALDEA SAN ANDRES CHAPIL,45379387,LUIS ALFREDO MAZARIEGOS SCOT,,DIVERSIFICADO,COOPERATIVA,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-02-0070-46,12-006,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,instituto nacional de educacion diversificada,instituto,ALDEA CORRAL GRANDE,,LUIS ALFREDO MAZARIEGOS SCOT,ABNER ANANÍAS ORDOÑEZ CASTAÑÓN,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-02-0112-46,,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,instituto privado mixto de educacion diversificada colegio humanidades jv,colegio,4A. CALLE 7-19 ZONA 1,,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-02-0114-46,12-006,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,colegio particular mixto evangelico el mesias,colegio,1A. CALLE 2-64 ZONA 3 SAN PEDRO SACATEPÉQUEZ,77604082,LUIS ALFREDO MAZARIEGOS SCOT,JORGE FRANCISCO JUÁREZ GODÍNEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-02-0115-46,12-055,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,escuela nacional de ciencias comerciales,escuela,10A. AV. 3-22 ZONA 2,77608931,LUCRECIA MARISOL OROZCO ROBLES DE CHILEL,MARIO RENÉ JUÁREZ FUENTES,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-02-0117-46,12-127,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,instituto tecnologico spencer w. kimball,instituto,CALLE 29 DE JUNIO 2-12 ZONA 2,77608046,ERICK IVAN DE LEON DE LEON,OSCAR ANDRÉS PAZ GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-02-0121-46,12-006,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,colegio integral juventud cristiana,colegio,6TA. AVENIDA 1-84 ZONA 3 VILLA LUCITA,77609431-53012737,LUIS ALFREDO MAZARIEGOS SCOT,ARLIN MAYLER MARROQUIN PEREZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-02-0123-46,12-006,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,instituto iberoamericano de estudios avanzados,instituto,1RA. CALLE 3-47 ZONA 4 CANTON EL MOSQUITO,,LUIS ALFREDO MAZARIEGOS SCOT,CARLOS RENE COYOY TAY,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-02-0125-46,12-006,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,instituto iberoamericano de estudios avanzados,instituto,1RA. CALLE 3-47 ZONA 4 CANTON EL MOSQUITO,,LUIS ALFREDO MAZARIEGOS SCOT,CARLOS RENE COYOY TAY,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-02-0127-46,12-006,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,instituto iberoamericano de estudios avanzados,instituto,1RA. CALLE 3-47 ZONA 4 CANTON EL MOSQUITO,,LUIS ALFREDO MAZARIEGOS SCOT,CARLOS RENE COYOY TAY,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-02-0129-46,12-006,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,instituto iberoamericano de estudios avanzados,instituto,1RA. CALLE 3-47 ZONA 4 CANTON EL MOSQUITO,,LUIS ALFREDO MAZARIEGOS SCOT,CARLOS RENE COYOY TAY,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,A DISTANCIA,SAN MARCOS
12-02-0131-46,12-006,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,instituto particular mixto minerva,instituto,7A. AVENIDA 1-88 ZONA 2,77602663,LUIS ALFREDO MAZARIEGOS SCOT,DEMECIO HERCULANO OROZCO GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-02-0132-46,12-006,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,instituto particular mixto minerva,instituto,7A. AVENIDA 1-88 ZONA 2,77602663,LUIS ALFREDO MAZARIEGOS SCOT,DEMECIO HERCULANO OROZCO GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-02-0133-46,12-006,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,colegio particular mixto evangelico el mesias,colegio,1A. CALLE 2-64 ZONA 3 SAN PEDRO SACATEPÉQUEZ,77604082,LUIS ALFREDO MAZARIEGOS SCOT,JORGE FRANCISCO JUÁREZ GODÍNEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-02-0134-46,12-127,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,colegio privado urbano mixto de estudios avanzados cesc,colegio,2DA. AV. 5-08 ZONA 4,77601642,ERICK IVAN DE LEON DE LEON,EDVIN  PÉREZ PÉREZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-02-0137-46,12-006,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,colegio particular mixto evangelico el mesias,colegio,1A. CALLE 2-64 ZONA 3,77604082,LUIS ALFREDO MAZARIEGOS SCOT,JORGE FRANCISCO JUÁREZ GODÍNEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-02-0138-46,12-055,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,colegio particular mixto santa ana,colegio,"12 AVENIDA 2-82 ZONA 2, CALZADA INDEPENDENCIA",41460186,LUCRECIA MARISOL OROZCO ROBLES DE CHILEL,JUAN DANIEL DE LEÓN GODÍNEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-02-0139-46,12-127,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,colegio privado urbano mixto de estudios avanzados cesc,colegio,COLEGIO PRIVADO URBANO MIXTO DE ESTUDIOS AVANZADOS CESC,77602478,ERICK IVAN DE LEON DE LEON,OSCAR HUMBERTO FUENTES Y FUENTES,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),SAN MARCOS
12-02-0141-46,12-127,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,colegio privado urbano mixto de estudios avanzados cesc,colegio,2DA. AV. 5-08 ZONA 4,77601642,ERICK IVAN DE LEON DE LEON,MILHEN ADONAÍ GODÍNEZ ROSALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-02-0142-46,12-006,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,colegio particular mixto evangelico el mesias,colegio,1A. CALLE 2-64 ZONA 3 SAN PEDRO SACATEPÉQUEZ,77604082,LUIS ALFREDO MAZARIEGOS SCOT,JORGE FRANCISCO JUÁREZ GODÍNEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-02-0145-46,12-127,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,instituto tecnologico spencer w. kimball,instituto,"4TA. CALLE 2-12, ZONA 2",77608046,ERICK IVAN DE LEON DE LEON,OSCAR ANDRÉS PAZ GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-02-0146-46,12-055,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,escuela pre universitaria de arte planeta musical,escuela,"2DA. AV.""C"" 3-46 ZONA 4",53664453,LUCRECIA MARISOL OROZCO ROBLES DE CHILEL,SERGIO ISMAEL LÓPEZ GODÍNEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-02-0147-46,12-127,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,instituto tecnologico spencer w. kimball,instituto,CALLE 29 DE JUNIO 2-12 ZONA 2,77608046,ERICK IVAN DE LEON DE LEON,OSCAR ANDRÉS PAZ GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-02-0148-46,12-006,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,instituto tecnologico privado urbano mixto ferdinand lassalle,instituto,"5TA. CALLE (CALLE LA REFORMA) 7-28, ZONA 2",77607345,LUIS ALFREDO MAZARIEGOS SCOT,LUIS WOSBELÍ NAVARRO BRAVO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-02-0150-46,12-006,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,instituto tecnologico privado urbano mixto ferdinand lassalle,instituto,"5TA. CALLE (CALLE LA REFORMA) 7-28, ZONA 2 SAN PEDRO SACATEPÉQUEZ",77607345,LUIS ALFREDO MAZARIEGOS SCOT,LUIS WOSBELÍ NAVARRO BRAVO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-02-0151-46,12-006,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,instituto tecnologico privado urbano mixto ferdinand lassalle,instituto,"5TA. CALLE (CALLE LA REFORMA) 7-28, ZONA 2 SAN PEDRO SACATEPÉQUEZ",77607345,LUIS ALFREDO MAZARIEGOS SCOT,MAGDA LUZ NAVARRO ALMENGOR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-02-0172-46,12-127,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,colegio particular liceo minerva,colegio,7A. AVENIDA 1-88 ZONA 2,77602663,ERICK IVAN DE LEON DE LEON,SILVIA PATRICIA OROZCO BAUTISTA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-02-0173-46,12-006,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,colegio particular liceo minerva,colegio,"7A. AVENIDA, 1-88 ZONA 2",77602663,LUIS ALFREDO MAZARIEGOS SCOT,SILVIA PATRICIA OROZCO BAUTISTA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-02-0175-46,12-055,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,colegio particular mixto santa ana,colegio,"12 AVENIDA 2-82 ZONA 2, CALZADA INDEPENDENCIA",41460186,LUCRECIA MARISOL OROZCO ROBLES DE CHILEL,JUAN DANIEL DE LEÓN GODÍNEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-02-0176-46,12-127,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,colegio privado urbano mixto de estudios avanzados cesc,colegio,2DA. AV. 5-08 ZONA 4,77601642,ERICK IVAN DE LEON DE LEON,MILHEN ADONAÍ GODÍNEZ ROSALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-02-0182-46,12-006,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,colegio cristiano el shaddai,colegio,"8A. CALLE 9-30 ZONA 1, CANTÓN LA PARROQUIA",77679788,LUIS ALFREDO MAZARIEGOS SCOT,EDNA LETICIA REYES CORTEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-02-0186-46,12-127,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,colegio particular liceo minerva,colegio,7A. AVENIDA 1-88 ZONA 2,77602663,ERICK IVAN DE LEON DE LEON,ROSALÍO ARANDY CASTAÑÓN VILLATORO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-02-0187-46,12-127,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,colegio particular liceo minerva,colegio,7A. AVENIDA 1-88 ZONA 2,77602663,ERICK IVAN DE LEON DE LEON,ROSALÍO ARANDY CASTAÑÓN VILLATORO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-02-0188-46,12-006,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,colegio particular liceo minerva,colegio,7A. AVENIDA 1-88 ZONA 2,77602663,LUIS ALFREDO MAZARIEGOS SCOT,DEMECIO HERCULANO OROZCO GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-02-0189-46,12-006,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,colegio particular liceo minerva,colegio,7A. AVENIDA 1-88 ZONA 2,77602663,LUIS ALFREDO MAZARIEGOS SCOT,DEMECIO HERCULANO OROZCO GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-02-0195-46,12-109,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,centro de educacion extraescolar ceiba,centro educativo,CABECERA MUNICIPAL,47233289,VIOLETA FLORIDALMA FUENTES QUIROA,TAYRA MISHELL DE LEÓN FLORES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-02-0196-46,12-109,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,centro de educacion extraescolar ceex,centro educativo,CABECERA MUNICIPAL,40848895,VIOLETA FLORIDALMA FUENTES QUIROA,JAQUELINE NOEMÍ FUENTES CLEMENTE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-02-0197-46,12-006,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,instituto de educacion diversificada por cooperativa de ensenanza,instituto,ALDEA CHAMPOLLAP,31337177,LUIS ALFREDO MAZARIEGOS SCOT,MARVIN ARCELÍ OROZCO DIONICIO,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-02-0198-46,12-006,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,instituto de educacion diversificada por cooperativa de ensenanza,instituto,ALDEA CHAMPOLLAP,31337177,LUIS ALFREDO MAZARIEGOS SCOT,MARVIN ARCELÍ OROZCO DIONICIO,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-02-0200-46,12-127,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,colegio particular liceo minerva,colegio,7A.  AVENIDA 1-88 ZONA 2,77602663,ERICK IVAN DE LEON DE LEON,ROSALÍO ARANDY CASTAÑÓN VILLATORO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SAN MARCOS
12-02-0202-46,12-006,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,instituto tecnologico privado urbano mixto ferdinand lassalle,instituto,"5A. CALLE 7-28, ZONA 2, CALLE LA REFORMA SAN PEDRO SACATEPÉQUEZ",77607345,LUIS ALFREDO MAZARIEGOS SCOT,LUIS WOSBELÍ NAVARRO BRAVO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SAN MARCOS
12-02-0204-46,12-127,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,colegio privado urbano mixto de estudios avanzados cesc,colegio,2DA. AV. 5-08 ZONA 4,77601642,ERICK IVAN DE LEON DE LEON,MILHEN ADONAÍ GODÍNEZ ROSALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SAN MARCOS
12-02-0207-46,12-055,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,colegio particular mixto sacatepec,colegio,"6TA. AVENIDA ""A"" ZONA 2, CANTÓN SAN SEBASTIAN",30779618,LUCRECIA MARISOL OROZCO ROBLES DE CHILEL,ELÍAS IGNACIO FUENTES MONZÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),SAN MARCOS
12-02-0209-46,12-127,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,fun english school,otro,2A. AVENIDA C 3-41 ZONA 4,77603650,ERICK IVAN DE LEON DE LEON,ELIÚ ESTUARDO NAVARRO BOJ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-02-0211-46,12-006,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,colegio bilingue integral tecnoamericano,colegio,CANTÓN VISTA HERMOSA,78422540,LUIS ALFREDO MAZARIEGOS SCOT,RODELBÍ JONATÁN GODÍNEZ NAVARRO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-02-0212-46,12-006,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,colegio bilingue integral tecnoamericano,colegio,CANTÓN VISTA HERMOSA,78422540,LUIS ALFREDO MAZARIEGOS SCOT,RODELBÍ JONATÁN GODÍNEZ NAVARRO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-02-1084-46,12-006,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,instituto tecnologico privado urbano mixto ferdinand lassalle,instituto,5A. CALLE 7-28 ZONA 2,77607345,LUIS ALFREDO MAZARIEGOS SCOT,PEM. LUIS WOSBELÍ NAVARRO BRAVO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),SAN MARCOS
12-02-1085-46,99-001,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,instituto privado mixto de educacion diversificada de ciencias comerciales guatemala,instituto,ZONA 2 CANTON SAN SEBASTIAN,,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),SAN MARCOS
12-02-1202-46,12-006,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,instituto tecnico industrial adscrito al ineb,instituto,7A. AVENIDA 6-07 ZONA 2,77602670,LUIS ALFREDO MAZARIEGOS SCOT,WÜILIAN ROMEO FUENTES LÓPEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-02-1259-46,,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,instituto privado de bachillerato por madurez soamak,instituto,ALDEA SAN ISIDRO CHAMAC,,,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-02-3694-46,12-006,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,instituto particular mixto minerva,instituto,7A. AV. 1-88 ZONA 2,77602663,LUIS ALFREDO MAZARIEGOS SCOT,DEMECIO HERCULANO OROZCO GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,INTERMEDIA,DIARIO(REGULAR),SAN MARCOS
12-02-3695-46,12-127,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,colegio particular liceo minerva,colegio,7A. AVENIDA 1-88 ZONA 2,77602663,ERICK IVAN DE LEON DE LEON,SILVIA PATRICIA OROZCO BAUTISTA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-02-4132-46,12-127,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,colegio privado urbano mixto de estudios avanzados cesc,colegio,2DA. AV. 5-08 ZONA 4 SAN PEDRO SACATEPEQUEZ,77601642,ERICK IVAN DE LEON DE LEON,MILHEN ADONAÍ GODÍNEZ ROSALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
